Date,ABBY,BARR,BART,BLAN,BONA,CLBJ,CPER,DCFS,DEJU,DELA,DSNY,GRSM,GUAN,HARV,HEAL,JERC,JORN,KONA,KONZ,LAJA,LENO,MLBS,MOAB,NIWO,NOGP,OAES,ONAQ,ORNL,OSBS,PUUM,RMNP,SCBI,SERC,SJER,SOAP,SRER,STEI,STER,TALL,TEAK,TOOL,TREE,UKFS,UNDE,WOOD,WREF,YELL
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,-34.17551749412919,,,,,-98.87548645472215,,,,,,,,,,,,,,,,
2015-04-28,,,,,,,,,,,,,,,,-12.246071113681811,,,,,,,,,,-42.98908685587957,,,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,,,,,,,-2.1909616728977017,,,,,,,,,,,,,,,,-38.56248138857105,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,-19.78283471471876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,,,,-32.137727348074115,,,,,,,,,,,,,,,,,,,,,,,,,,,-114.2680773138218,,,,,,,,,,,,,,,,
2015-05-02,,,,-41.78177030989813,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.08114041246088,,,,,,,,,,,,,,,,
2015-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.8991890838456,,,,,,,,,,,,,,,,
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,-26.450383600563313,,,,,-106.42845533608069,,,,,,,,,,,,,,,,
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,-16.372600622244075,,,,,-22.092059806465628,,,,,,,,,,,,,,,,
2015-05-07,,,,-39.82037435964324,,,,,,,,,,,,,,,,,,,,,,-18.55582580220328,,,,,-103.13556938536165,,,,,,,,,,,,,,,,
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,-40.05779608517709,,,,,-114.86331129107685,,,,,,,,,,,,,,,,
2015-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,-17.972916442824904,,,,,-93.7659643846534,,,,,,,,,,,,,,,,
