Date,ABBY,BARR,BART,BLAN,BONA,CLBJ,CPER,DCFS,DEJU,DELA,DSNY,GRSM,GUAN,HARV,HEAL,JERC,JORN,KONA,KONZ,LAJA,LENO,MLBS,MOAB,NIWO,NOGP,OAES,ONAQ,ORNL,OSBS,PUUM,RMNP,SCBI,SERC,SJER,SOAP,SRER,STEI,STER,TALL,TEAK,TOOL,TREE,UKFS,UNDE,WOOD,WREF,YELL
2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,,,,,,,,,,-5.205882682652138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-22,,,-12.355905666123677,-7.4406917069094645,,,,,,-3.8006773106749785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,,,,,,,,,,-3.922901369275947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,,,,,,,,,,-4.600531144899649,,,,,,-3.4485557449518183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,,,,,,,,,,-3.897942223674119,,,,,,-2.0165341192054065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,,,,-8.568494399787017,,,,,,-4.5754416198369166,,,,,,-2.0188076598313804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,,,,,,,,,,,,,,,,-3.45753329646809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,,,,-9.053161595634732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,,,,-7.180861156022856,,,,,,-3.834501371395847,,,,,,,,,,,,,,,,-10.0383290448288,,,,,-21.743541639866447,,,,,,,,,,,,,,,,
2015-03-03,,,,,,,,,,-3.821664407849293,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.447582622831838,,,,,,,,,
2015-03-04,,,-12.057214725440025,-9.274106409144816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,,,,-7.072758711185068,,,,,,-3.79587199202948,,,,,,-6.4413400041010265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-07,,,,-8.653549547061756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,,,,,,,,,,-4.343179757202211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,,,,-6.420913987809566,,,,,,-4.956492713347988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,,,,-6.8711668923594,,,,,,-5.665106860744148,,,,,,-3.161911784430896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,,,,,,,,,,,,,,,,-2.9143172762642107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,,,,,,,,,,-4.917298879933607,,,,,,-5.615977548490161,,,,,,,,,,,,,,,-20.1260515532178,,,,,,,,,,,,,,,,
2015-03-14,,,,-5.890544830439626,,,,,,,,,,,,-6.455208389444334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,,,-5.662890363778921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,,,-8.779000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,-8.4968386703779,,,,,,,,,,,,,,,,,,,,,
2015-03-19,,,,,,,,,,-3.6133390437665547,,,,,,-5.2434407108717185,,,,,,,,,,-9.037416362629505,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,-5.997921908846633,,,,,,-5.547616458374503,,,,,,-2.0532396195789024,,,,,,,,,,-6.184971454964411,,,,,-18.627765834632598,,,,,,,,,,,,,,,,
2015-03-21,,,,,,,,,,-4.277425593318017,,,,,,-6.774582786878877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-22,,,,,,,,,,-3.5743960619639,,,,,,-3.4891515644341795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,,,,,,,,,,-4.787089171719212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,,,,-5.403052573252488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,,,-5.387765559438173,-13.694177061202872,,,,,,-4.213019299255304,,,,,,-0.3987132411822971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,-14.319694143753592,-8.201403230575533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-28,,,-7.851551340096341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,,,,,,,,,,-4.162328504379416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,-8.091455558656184,,,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,-5.829388558910742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-04,,,-11.501044586137011,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.383088435532404,,,,,,,,,,,,,,,,
2015-04-05,,,-7.427244332804898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-06,,,,,,,,,,-5.333380251244641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,,,-4.54744208339595,-5.601034102699073,,,,,,-3.2395120052589115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,-7.7158167161244675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,-6.798038516971035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,-6.631959872491432,-4.6609123009903275,,,,,,-4.584804275853392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-11,,,-7.149790820635676,,,,,,,,,,,,,-4.577768238076261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-12,,,,,,,,,,,,,,,,-3.4888798549122244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,,,,,,,-5.110270184530653,,,,,,-3.55586894804052,,,,,,,,,,-7.51878158249679,,,,,,,,,,,,,,,,,,,,,
2015-04-14,,,-13.343366938334716,-5.14854672570263,,,,,,-3.9830579892955744,,,,,,-5.623235642680397,,,,,,,,,,-8.850635460213285,,,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,-5.198384094534886,,,,,,-3.881087476236007,,,,,,-3.9004468790955538,,,,,,,,,,,,,,,-16.714571875549016,,,,,,,,,,,,,,,,
